source,text,researcher,year,aggressive,hate
twitter,toda vez q vou tossir eu choro puta merda que dor,leite et al,2020,0,0
twitter,não tá fácil não,leite et al,2020,0,0
instagram,"acho que esse, menininho odeia o pai. só faz M.",vargas et al,2021,0,0
twitter,"ruim, só tem altura ????",oliveira et al,2023,0,0
twitter,"já fala pra essa filha da puta que eu não tou brincado não, mar tá lá em baixo, nós tá aqui em cima",leite et al,2020,1,1
twitter,"o frio machucou a minha boca, parece q eu fiz preenchimento labial errado",oliveira et al,2023,0,0
twitter,hoje o tempo não tá bom pra andar de jet  que buceta hoje tô muito bolado drx mesmo,leite et al,2020,0,0
twitter,"a bia é a melhor bf desse mundo, tô morrendo kkkk",leite et al,2020,0,0
twitter,fico puta c isso🤬,leite et al,2020,0,0
twitter,@user o flamengo se classificou. vcs estão discutindo o que?! segue o jogo caralho!,leite et al,2020,1,0
twitter,@user eu ja fiz????,oliveira et al,2023,0,0
twitter,rt @user gta v online - novo carro vysser neo maserati com grande surpresa!  via @user,leite et al,2020,0,0
twitter,caralho que friozinho gostoso pra cada um cuida da sua vida né? oh delícia,leite et al,2020,1,0
twitter,"Engraçado que no primeiro dia que sai com ele depois eu tinha na minha cabeça que ele era escroto e que ia dar merda... Não era paranóia era intuição, tomei no cu",leite et al,2020,1,0
twitter,eu vou matar um filho da puta com as minhas próprias mãos,leite et al,2020,1,1
twitter,[16/05 11:51] :ta aonde mais ou menos? [16/05 11:52]: entre penha e penha circular? [16/05 11:52] thalyta: entre saracuruna e central do brasil,oliveira et al,2023,0,0
twitter,cansei de ser idiota,leite et al,2020,0,0
instagram,Nojento boca suja,vargas et al,2021,1,0
twitter,"@user fdp, não avisou né ok tudo bem eu entendi tá bom já tem outro alguém querendo roubar a cena né 😭😭😭",leite et al,2020,0,0
twitter,O resultado de você ser jornalista e não saber do que fala é passar uma vergonha pública dessa: ,fortuna et al,2019,0,0
twitter,"eu fico tão chateado de ter que passar o dia em casa, não que eu não goste da minha companhia, mas sei lá... é entediante",leite et al,2020,0,0
twitter,o que gostaria de fazer com bolsonaro eh crime mas nao deveria,oliveira et al,2023,1,0
twitter,"eu não posso ir pra faculdade com calça rasgada outro sapato que não seja tênis, não posso usar brinco colar anel nenhum adereços E NÃO POSSO USAR MEU CABELO SOLTO COMO ASSIM MANO VETERANOS VÃO TOMAR NO CU",leite et al,2020,1,0
twitter,"@user eae filha das puta, to de shorts",leite et al,2020,1,0
twitter,"que preto do caralho, vai se fuder",leite et al,2020,1,1
twitter, genuíno hahahahhaha. depois se diz feminista.… — o que tem a ver o cu com as calças? ,leite et al,2020,1,0
twitter,@user sinto odio da catequista q n me deixa nem falar com a moça la,oliveira et al,2023,1,1
twitter,"Oi pessoal, aqui é a Marisa Lobo , preciso de sua ajuda para  assinar o meu canal no YouTube! Preciso de pelo... ",fortuna et al,2019,0,0
twitter,rt @user pra namorar comigo tem que entender que eu tenho esse espírito safado ao mesmo tempo idiota ,leite et al,2020,0,0
twitter,sinceramente! tem gnt q se merece! ????????????????????????????,oliveira et al,2023,0,0
twitter,brasil de bolsonaro,leite et al,2020,0,0
twitter,"preciso comprar um fone, pqp... esquecer o mundo ouvindo só as melhores do homem kkk",leite et al,2020,0,0
twitter,@user pqp nubank fdp me fazendo passar vergonha no restaurante pq o pix não funciona agilizaaaaa,oliveira et al,2023,0,0
twitter,eu sei que pra dar tudo certo na minha vida só depende de mim esse é meu medo.,leite et al,2020,0,0
twitter,@user verdade,oliveira et al,2023,0,0
twitter,"""moços de carro"" link",oliveira et al,2023,0,0
twitter,"não saber a diferença de ""mas"" e ""mais"" é foda viu",oliveira et al,2023,1,0
twitter,"@user meu deus passada, a vagabunda e qm to achando q é?",leite et al,2020,1,1
twitter,"@user - coisa feia é tu leitoa, tá gorda igual uma porca .. ",fortuna et al,2019,1,1
instagram,Interessante!,vargas et al,2021,0,0
twitter,tinha q ter feito isso era em 1500,leite et al,2020,0,0
twitter,"

mano q musica triste do caralho",leite et al,2020,0,0
twitter,"tem alguem querendo que beso vire um hit na vila mariana, to ouvindo pela 5 vez seguida o som vindo do além",oliveira et al,2023,0,0
twitter,@user botarde,oliveira et al,2023,0,0
twitter,@user ali eu tava puto,leite et al,2020,0,0
twitter,"[EXTRA] Imagine se fosse um branco fazendo isso com um muçulmano, seria notícia no país inteiro ",fortuna et al,2019,0,0
twitter,acabei de ler o primeiro capitulo da fic da alexia e gostaria de dizer q: @user eu te amo.,leite et al,2020,0,0
instagram,O ladrão do Lula quer fazer do nosso país o q Stálin fez com a antiga URSS. 54 anos no poder. Não vamos permitir! Estamos com Bolsonaro!,vargas et al,2021,1,1
twitter,minha sarocha ganhou o dela porraaaaaaa link,oliveira et al,2023,0,0
twitter,"@user @user tu é muito desgraçada né, baaaa kkkkkkkkkkk",leite et al,2020,1,1
twitter,@user literalmente link,oliveira et al,2023,0,0
twitter,"@user tem muito álcool misturado na gasolina, a gente gasta uma fortuna pra encher o tanque e os carros andam muito pouco.",oliveira et al,2023,0,0
twitter,"ATENÇÃO DITEITA UNIDA

Ninguém vai calar nossa vóz! Bora convocar essa galera para gritar FORA STF! Vamos para as ruas!!!

#NasRuasContraSTF 

Dê RT e use a Tag nos comentários para subir mais rápido! 👊🇧🇷 ",leite et al,2020,0,0
twitter,rt @user ai gente e a lexie quando descobriu que o mark tava saindo com a teddy tadinha da bichinha ,leite et al,2020,0,0
twitter,"Que grande retorno e vitória dos Patriots. Tom Brady, Bob Kraft e Coach B são verdadeiros campeões. Nossa! ",fortuna et al,2019,0,0
twitter,o @user é feio,leite et al,2020,1,1
twitter,"valorize sua amiga porra,pq até pouco tempo quem era fechamento contg era ela. me poupe se poupe e nos poupe.",leite et al,2020,0,0
twitter,rt @user uai gente... elas não vão jogar milho nesse jogo ? no último tiverem que enfiar o sabugo no cu ne,leite et al,2020,1,0
twitter,"peguei essa gripe do crl, q gostoso",oliveira et al,2023,0,0
twitter,"RT @user ""5 PATINHOS FORAM PASSEAR....
ALÉM DAS MONTANHAS P/ ROUBAR
A PM CHEGOU, E PÁ PÁ PÁ PÁ.
NENHUM PATINHO VOLTOU DE LÁ"" http _",fortuna et al,2019,0,0
twitter,"RT @user @user Brincamos com isso, mas a doutrinação ideológica no ensino e na mídia é nosso maior inimigo. Fabricam todo ti _",fortuna et al,2019,0,0
twitter,"Vamos fazer uma corrente? ""TWITTER, vem pros 160 Caracteres!!! Quem adere? #twiter160caracteres",fortuna et al,2019,0,0
twitter,apaixonada nele pq ele manda audio cantando...........,leite et al,2020,0,0
twitter,rt @user toda vez que ouço sem sentimento do mc roger lembro da @user pqp que ódio,leite et al,2020,0,0
twitter,parece que sim hmkk,leite et al,2020,0,0
twitter,"SIM, TEM QUE USAR A LÍNGUA, É UM ÓTIMO TREINAMENTO 
 #JoaquinResponde ",fortuna et al,2019,0,0
twitter,rt @user aquela sensa莽茫o topissima de estar incomodando ,leite et al,2020,0,0
twitter,"No planeta onde vive, somente Deus, com sua permissão, poderá emitir alguma reprimenda aos seus atos contra os interesses do Brasil e a população.
#STFVergonhaNacional",leite et al,2020,0,0
twitter,todo o dia lembrando que eu sou só mais um reservatório de porra,leite et al,2020,1,1
instagram,Parabéns!!,vargas et al,2021,0,0
twitter,também eu amo as tuas testas! 😂❤️❤️,leite et al,2020,0,0
twitter,"@user vou procurar, e depois venho te contar o que achei!!!",oliveira et al,2023,0,0
twitter,"@user aparentemente escurecendo, colocando texturazinha e linhas completamente inúteis. e isso é com todos os heróis nos últimos tempos.",oliveira et al,2023,0,0
twitter,"@user eu nem sei q cu é esse inferno 
vc nao me exolica nada ta",leite et al,2020,1,0
instagram,Óleo de peroba pra lustrar a cara de pau!,vargas et al,2021,1,0
twitter,@user Assim que estiver fechado aviso,fortuna et al,2019,0,0
instagram,Quem é que vai julgar as fakes news ? Esse é o problema!,vargas et al,2021,0,0
twitter,"A mãe do nóia disse que quer justiça
Fácil, prende ela",fortuna et al,2019,0,0
twitter,muito aprendizado 🙏,leite et al,2020,0,0
twitter,@user perfeito!,oliveira et al,2023,0,0
instagram,Ainda ter retardado que da audiencia a um jornal lixo desses.,vargas et al,2021,1,0
twitter,bobó de camarão ??,oliveira et al,2023,0,0
twitter,minha tia ligando p minha prima q disse q ia chegar em cs 2:00 e ta ate agora na rua: CADE VOCE SUA FILHA DA PUTA PARECE QUE GOSTA DE ME IRRITAR,leite et al,2020,1,1
twitter,@user nem pelo wpp tua vagabunda,leite et al,2020,1,1
twitter,"""where are you from"" 
""Angola""
""olá, não sabia que eras português"" ",fortuna et al,2019,1,1
twitter,@user @user parabéns mano 👍🏼,leite et al,2020,0,0
twitter,ser feio 茅 foda kkkk馃槨 ,leite et al,2020,0,0
twitter,"cara, pode usar a frase idiota de efeito que quiser! Quero ver refutar o que falei com fatos, lógica e verdades! ",fortuna et al,2019,0,0
twitter,rt @user o nhéee no final = tudo ,leite et al,2020,0,0
twitter,rt @user quando o jungkook atravessou o oceano pra ficar ao lado do jimin ,leite et al,2020,0,0
twitter,"rt @user esse tipo de musica realça muito a voz da jiwoo, parece que foi feita pra ela ",leite et al,2020,0,0
twitter,rt @user #stfvergonhanacional pgr diz que deltan não pode ser afastado da lava jato - ,leite et al,2020,0,0
twitter,n é possível que sabendo q eu sou sensível e afetada ainda faça isso sem querer,leite et al,2020,0,0
instagram,Que consciência tem essa garota!,vargas et al,2021,0,0
twitter,fui ao shopping comprar um carregador novo e um menino tão bonitinho me atendeu lá ????????,oliveira et al,2023,0,0
twitter,enjuriado slc semanais lixo kk,leite et al,2020,0,0
twitter,"sm porra, para de pensar com a bunda.
#hereistandwithkai ",leite et al,2020,1,1
twitter,"@user fica assim não gata . a vida cobra, não passam de invejosos.",leite et al,2020,0,0
instagram,Imbecil,vargas et al,2021,1,0
twitter,"@user eu já tava aqui ""caralho mano conseguiram até inflacionar o corote""",leite et al,2020,0,0
instagram,De roubo vocês são PhD.,vargas et al,2021,1,0
twitter,te amo call call call mudou minha vida link,oliveira et al,2023,0,0
twitter,"tem gente demais com medo disso ,",leite et al,2020,0,0
twitter,que diabos de filme é esse mds link,oliveira et al,2023,0,0
twitter,nao sabes falar baixo inferno,oliveira et al,2023,0,0
twitter,q nojo de vc juro,oliveira et al,2023,1,0
twitter,"rt @user porra, me rasga馃敟 ",leite et al,2020,1,0
twitter,@user ele ilumina meu mundo inteiro porra ,leite et al,2020,0,0
twitter,@user odeio essa putinha de like ela me bloqueou consigo ver nada nesse caralhoo que ódio,leite et al,2020,1,1
twitter,@user @user olha as irmãs mais lindas 😍❤,leite et al,2020,0,0
twitter,rt @user mais uma! jornalista pede demissão da globo e é a 14ª a deixar o canal em 2019 ,leite et al,2020,0,0
twitter,rt @user ai gente o povo da videira transformando brega que fala de pinto e buceta em música de deus = tudo pra mim,leite et al,2020,1,0
twitter,@user @user alguém já te falou que você é feio pra caralho?,leite et al,2020,1,1
twitter,@user geo vc e maluco,oliveira et al,2023,0,0
twitter,@user simm simmm simmm a sua então fico louco ??,oliveira et al,2023,0,0
instagram,Kkkkkk idiota essa Lei sei lá.Muito idiota mexmo.,vargas et al,2021,1,0
twitter,hoje é dia de: fimoseeeee link,oliveira et al,2023,0,0
twitter,"@user mano, eu não acho que seria assim não. eu já teria morrido faz tempo , obviamente, mas traira eu jamais seria.",oliveira et al,2023,0,0
twitter,@user os hormonios pulando...,leite et al,2020,0,0
twitter,"ae caralho, to arrepiado",leite et al,2020,0,0
twitter,@user eu vou precisar antes de ir??,oliveira et al,2023,0,0
twitter,@user nossa,oliveira et al,2023,0,0
twitter,@user @user caralho mano nao seu eu o responsável foi mal,leite et al,2020,0,0
instagram,"Ai meu Deus, amo esses dois👏🏻",vargas et al,2021,0,0
twitter,esperou te cobrar pra nunca mais errar,oliveira et al,2023,0,0
twitter,cacete me deixa sentar em todos 馃ぇ馃ぇ,leite et al,2020,0,0
twitter,👏👏👏👏👏👏 isso aí  milton. assino embaixo.,leite et al,2020,0,0
twitter,@user @user nil vai ter no google podcast pra ouvir em 2° plano?,leite et al,2020,0,0
twitter,"@user @user dinheiro do pão, literalmente.",oliveira et al,2023,0,0
instagram,Gata de mais👏👏👏😍😍😍,vargas et al,2021,0,0
twitter,"Porra...se eu tiver que fazer esse processo todo para quebrar um ovo vou morrer de fome, custa quebrar o ovo devagar com uma colherzinha??? ",leite et al,2020,0,0
twitter,"Come alguma coisa antes de começares uma briga com a tua namorada assim, quando ela te oferecer comida não vais perder o foco",fortuna et al,2019,0,0
twitter,@user fez moicano na xereta igual a mc naninha?,oliveira et al,2023,1,1
twitter,@user vendo essa compara莽茫o ... ,leite et al,2020,0,0
twitter,rt @user caralho odeio chuva!!!😠,leite et al,2020,0,0
twitter,Essa mulher é mais enrolada que eu na cozinha. #MasterChefBR,fortuna et al,2019,0,0
twitter,@user kkkkkkkkkkk ficar puta é pior 🤪🤪 fala tu se a gente não é a melhor dupla dinâmica,leite et al,2020,0,0
twitter,"Já achava a "" Bela e a Fera"" ,ridícula mesmo. Disney sai do armário:
 ‘_A Bela e a Fera’_ terá romance gay... ",fortuna et al,2019,1,1
twitter,rt @user cr meu sonho mas eu nao consigo de jeito nenhum ,leite et al,2020,0,0
instagram,"Bolsonaro precisa de tranquilidade para governar espero que os filhos entendam que eles estão fornecendo munição pra esquerda maldita e atrapalhando demais este governo! Sou obrigada a dizer que calados ajudam mais pois vcs não têm nenhum preparo. Precisam estudar melhor, se prepararem. Além disto deputada vaidosa e querendo notoriedade também atrapalha",vargas et al,2021,1,1
twitter,Atrapalha nada @user se não fosse o Bolsonaro ia ficar sempre naquela PT E PSDB pra qm votar para presidente e _ ,fortuna et al,2019,0,0
twitter,que indetificadaaa,leite et al,2020,0,0
twitter,to me sentindo em succession hoji,oliveira et al,2023,0,0
twitter,"putinha do anal mkkkkkkkkkkkkk
pqppp",leite et al,2020,1,1
twitter,@user te amo muito flor #mpn #nowunited #uniters,leite et al,2020,0,0
twitter,eu puxando assunto com as pessoas é mandar vários memes aleatoriamente ??,oliveira et al,2023,0,0
twitter,"FALECIMENTO DA SENHORA D陋 ISALTINA MARQUES PINTO DE ALMEIDA -(84 ANOS) VIR脕 AMANH脙 DOMINGO PARA A IGREJA DE ESTER ONDE FICAR脕 EM C脗MARA ARDENTE, FUNERAL REALIZA-SE AMANH脙 DOMINGO 脕S 16H 30M NA IGREJA DE ESTER, FICAR脕 SEPULTADA NO CEMIT脡RIO DE ESTER. ",leite et al,2020,0,0
twitter,"@user @user Oh imbecil é só você assistir ao vídeo e verá que ele o @user nosso presidente está sendo ovacionado pelo povo de Vitória da Conquista,  e lembrando que o covarde do Rui Costa não mandou a PM fazer a segurança.",leite et al,2020,0,0
instagram,Estes filhos do Bolsonaro podiam ficar quietos ne? Ajudaria muito!,vargas et al,2021,0,0
twitter,aí cala a boca porra,leite et al,2020,0,0
twitter,"melhor coisa é quando tu add, chama a pessoa e rola um papo daora",leite et al,2020,0,0
twitter,porra de morro dos infernos quando chove e um nojooooo,leite et al,2020,0,0
twitter,"@user VC COMO MULHER PODE ESTAR ONDE QUISER! MAS COMO POLÍTICA, DEVERIA ESTAR PRESA, PRESTANDO SERVIÇO BRAÇAL de TANTO QUE É BURRA",fortuna et al,2019,0,0
twitter,"@user não, eu não vou fazer isso. já entreguei nas mãos de deus, sei que melhor advogado eu não poderia ter.",leite et al,2020,0,0
twitter,@user a pp tá como ??? me fiz q não esgotou,oliveira et al,2023,0,0
twitter,garoto????? rebola assim no meu pau 👺👺👺 ,leite et al,2020,1,0
twitter,miatã abrindo show... pica!,leite et al,2020,0,0
instagram,"Você tem toda razão... infelizmente, o próprio filho, o maior inimigo do pai!!!",vargas et al,2021,0,0
twitter,"@user @user Cara de pau. Toffoli mesmo usou do cargo pra se beneficiar. Fora outras decis玫es inconstitucionais que a C么rte proferiu.
O Supremo necessita de uma renova莽茫o. Eu ainda acho v谩lido o Bolsonaro seguir com aquela ideia de mexer na composi莽茫o do STF.",leite et al,2020,0,0
